iter	Logloss
655	0.3021678735
656	0.3020024794
657	0.3018340115
658	0.301607935
659	0.3013278766
660	0.3009641835
661	0.3007239159
662	0.3004561716
663	0.3002819999
664	0.3000496737
665	0.2998198262
666	0.2996892669
667	0.2993862569
668	0.299075123
669	0.298822608
670	0.2986661581
671	0.2983317506
672	0.2981672417
673	0.2979716487
674	0.2977132423
675	0.2975158735
676	0.2972080508
677	0.2970362315
678	0.2969009831
679	0.2965843918
680	0.2963605808
681	0.2961669804
682	0.295860217
683	0.2955131003
684	0.2952788974
685	0.2950913962
686	0.2948705803
687	0.2947437216
688	0.2944611167
689	0.2941751174
690	0.2939548221
691	0.2936346687
692	0.2934521453
693	0.2932050556
694	0.2929631628
695	0.292664447
696	0.292388845
697	0.2920579577
698	0.2917997894
699	0.2914420012
700	0.291276258
701	0.291074598
702	0.2908847486
703	0.2906571919
704	0.2902996267
705	0.2899786038
706	0.2899708623
707	0.2898064197
708	0.2897646253
709	0.2895266011
710	0.2892627517
711	0.2890128439
712	0.2887513973
713	0.2886037053
714	0.288248347
715	0.2879048546
716	0.2876601171
717	0.2873587924
718	0.2871114312
719	0.2869160624
720	0.2865925408
721	0.2863654525
722	0.2861321785
723	0.2859677289
724	0.2857168572
725	0.2854578018
726	0.2853420823
727	0.2851019496
728	0.2850972716
729	0.2848784823
730	0.2845898973
731	0.284345796
732	0.2839582966
733	0.2836331204
734	0.2833830948
735	0.2830951563
736	0.282934039
737	0.2826472443
738	0.2824083567
739	0.2820608041
740	0.2818941867
741	0.2816065486
742	0.2813346199
743	0.2811104889
744	0.2807367189
745	0.2805901987
746	0.2802826749
747	0.2800656731
748	0.2799254098
749	0.279917102
750	0.2796970479
751	0.2795167546
752	0.2792851419
753	0.2792320992
754	0.2789544144
755	0.2786658742
756	0.2784640996
757	0.278196159
758	0.2779389081
759	0.277672498
760	0.2774983484
761	0.2772912506
762	0.2771361677
763	0.276916058
764	0.2766749978
765	0.2764474044
766	0.2762320606
767	0.275999352
768	0.2755666733
769	0.2752430746
770	0.2750863315
771	0.2747932241
772	0.2744367098
773	0.2741235049
774	0.2739182798
775	0.273772892
776	0.2735093472
777	0.2732955191
778	0.2731627499
779	0.272881156
780	0.2726618188
781	0.2724474842
782	0.2722516878
783	0.2720394705
784	0.2718964537
785	0.2718730572
786	0.2716310403
787	0.2715368642
788	0.271273044
789	0.2710583802
790	0.270735624
791	0.2705588805
792	0.2704036123
793	0.2701716316
794	0.269944607
795	0.2697213767
796	0.2696332805
797	0.2694949796
798	0.2694028281
799	0.2690303626
800	0.2687946308
801	0.2686441147
802	0.2684301845
803	0.2682578289
804	0.2680723777
805	0.2679267928
806	0.2676122153
807	0.2674107231
808	0.2670764626
809	0.266766929
810	0.2665778533
811	0.266322528
812	0.26613451
813	0.2659082976
814	0.2656892052
815	0.2655400741
816	0.265320643
817	0.2650707625
818	0.2648957566
819	0.2647050707
820	0.2644627739
821	0.2642595115
822	0.2641396039
823	0.26386266
824	0.2636316711
825	0.2634579416
826	0.2632435592
827	0.2630917256
828	0.2628772352
829	0.2626920368
830	0.2625205185
831	0.2623652923
832	0.2621536236
833	0.2618602361
834	0.2616161439
835	0.2612934228
836	0.2611406832
837	0.2609757268
838	0.2607481115
839	0.260459983
840	0.2602796983
841	0.2600645111
842	0.259856041
843	0.2596536815
844	0.2593831803
845	0.2591320318
846	0.2590019944
847	0.2587261408
848	0.2585437892
849	0.2582593598
850	0.2579704382
851	0.2578221311
852	0.2575338179
853	0.2574131414
854	0.257159758
855	0.2569628944
856	0.2567070626
857	0.2565472498
858	0.2563900312
859	0.2561424075
860	0.2560037148
861	0.2558768628
862	0.2557173165
863	0.2557124262
864	0.2555323198
865	0.2553989347
866	0.2551999964
867	0.2549981367
868	0.2548648322
869	0.2546479884
870	0.2544173338
871	0.2541778671
872	0.2540180683
873	0.2538059016
874	0.2536115401
875	0.253306363
876	0.2531087105
877	0.2528584226
878	0.2525854779
879	0.2523496412
880	0.2520369501
881	0.2517863566
882	0.2516396431
883	0.2514674987
884	0.2513561427
885	0.251239345
886	0.2510019941
887	0.2508521537
888	0.2506660092
889	0.2503657881
890	0.250102445
891	0.2498869577
892	0.2496581974
893	0.2494076265
894	0.2491179874
895	0.2489370401
896	0.248782652
897	0.2485508572
898	0.2484368818
899	0.2482085625
900	0.2480707365
901	0.247902941
902	0.2477194984
903	0.2474916084
904	0.2472881983
905	0.2470394948
906	0.2467989528
907	0.2466075538
908	0.2463056237
909	0.2460919114
910	0.2459483315
911	0.2457217568
912	0.2456225034
913	0.2454128861
914	0.2454098112
915	0.2452904662
916	0.2450655506
917	0.2448934133
918	0.2447085445
919	0.2445654921
920	0.2443239578
921	0.2441378782
922	0.2439281774
923	0.2437831189
924	0.2435533822
925	0.243375229
926	0.2431727626
927	0.2429900293
928	0.2426922067
929	0.2424393696
930	0.2423030895
931	0.242053951
932	0.2419312675
933	0.2417322713
934	0.2415159886
935	0.2415123986
936	0.2413467693
937	0.2412303743
938	0.2411390921
939	0.2408146966
940	0.2406282004
941	0.240458779
942	0.240278538
943	0.2401131353
944	0.2400052259
945	0.2398126631
946	0.2396865381
947	0.2394911926
948	0.2392749089
949	0.2390216741
950	0.2388442521
951	0.2385573654
952	0.238345327
953	0.2381942314
954	0.2379271025
955	0.2377693885
956	0.2375841472
957	0.2373979118
958	0.2372887556
959	0.2370842885
960	0.236816068
961	0.236571061
962	0.2364194429
963	0.2362398801
964	0.2359923115
965	0.2357912938
966	0.2355968555
967	0.2353822009
968	0.2351794572
969	0.2349839815
970	0.2347068881
971	0.2345794823
972	0.2343873398
973	0.23420848
974	0.2342062902
975	0.2340404603
976	0.233858898
977	0.2336982685
978	0.233530832
979	0.2333096875
980	0.2331738525
981	0.2330038137
982	0.2328812861
983	0.2325127922
984	0.2323650685
985	0.2322110428
986	0.2319957363
987	0.2317433905
988	0.2315370647
989	0.2314284903
990	0.231326571
991	0.2311540444
992	0.2309909049
993	0.2307673279
994	0.2305526147
995	0.2302990025
996	0.2301150144
997	0.2299222244
998	0.2296993003
999	0.2295760081
